,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,cleaned_tweet,cluster,label,score
0,1844542073338462384,Fri Oct 11 00:54:34 +0000 2024,35462, | Rangkuman kecurangan wasit Ahmed Al-Kaf di pertandingan Indonesia vs Bahrain semalam: - Wasit terlihat sangat memihak ke Bahrain. Pemain Bahrain disenggol dikit langsung pelanggaran tetapi jarang memberikan pelanggaran untuk Indonesia padahal kontaknya lebih keras. - https://t.co/UKbEusoHI1,1844542073338462384,https://pbs.twimg.com/media/GZkhPYrbIAA1Lut.jpg,,in,,401,1235,7902,https://x.com/utdabout/status/1844542073338462384,3029512724,utdabout,rangkuman kecurangan wasit ahmed alkaf di pertandingan indonesia vs bahrain semalam  wasit terlihat sangat memihak ke bahrain pemain bahrain disenggol dikit langsung pelanggaran tetapi jarang memberikan pelanggaran untuk indonesia padahal kontaknya lebih keras,2,neutral,0.9924483299255371
1,1844457016263368939,Thu Oct 10 19:16:35 +0000 2024,5508,Di video terlihat golnya persis ketika tulisan menitnya 98:40 berarti harusnya tertulis 90+9. Tapi Bahrain malah nulisnya 90+6. Pemainnya gak gentle tim socmednya gak jujur + dibantu wasit. Malam yg berat buat Timnas Indonesia #TimnasDay https://t.co/jXgW1CZ3QC https://t.co/Rb2zSzywAz,1844457016263368939,https://pbs.twimg.com/media/GZjT4AcbIAAniwI.jpg,,in,Jaksel,44,162,1125,https://x.com/kamar_agung/status/1844457016263368939,134056083,kamar_agung,di video terlihat golnya persis ketika tulisan menitnya  berarti harusnya tertulis  tapi bahrain malah nulisnya  pemainnya gak gentle tim socmednya gak jujur  dibantu wasit malam yg berat buat timnas indonesia,1,negative,0.9997966885566711
2,1844442090065047735,Thu Oct 10 18:17:17 +0000 2024,7832,This corrupt referee paid by someone to Cheat Indonesian FC Team. The worst football referee in the AFC history. @afcasiancup #wasit #referee #afc #bahrain #indonesia #FIFA #TimnasDay https://t.co/7SSgQ6nTIW,1844442090065047735,https://pbs.twimg.com/media/GZjGTkzbcAAFa-i.jpg,,en,,83,336,3008,https://x.com/future27857746/status/1844442090065047735,1499729474111213571,future27857746,this corrupt referee paid by someone to cheat indonesian fc team the worst football referee in the afc history,1,neutral,0.9994683861732483
3,1844445768754835498,Thu Oct 10 18:31:54 +0000 2024,27942,Ini jelas ada indikasi kalau offside. - Gak cek var setelah gol - Setelah gol di sahkan begitu kick off langsung tiup pluit Tambahan: Bersentuhan sama pemain Bahrain itu pelanggan. Asu tenan iki wasit sumpah anjing anjing https://t.co/sJA51PLE51,1844445768754835498,https://pbs.twimg.com/media/GZjJNKVaAAgf-Ry.jpg,,in,"Jakarta, Indonesia",360,908,5946,https://x.com/dikyramaa_/status/1844445768754835498,609795655,dikyramaa_,ini jelas ada indikasi kalau offside  gak cek var setelah gol  setelah gol di sahkan begitu kick off langsung tiup pluit tambahan bersentuhan sama pemain bahrain itu pelanggan asu tenan iki wasit sumpah anjing anjing,2,negative,0.9758849143981934
4,1844695288566698322,Fri Oct 11 11:03:24 +0000 2024,12478, Bahrain have a lot of money but dont have a class recall recall di Bahrain Terimakasih mbak sudah mewakilkan emosi kita gara gara Wasit FIFA &amp; AFC‼️ #AFCMafia #TimnasDay https://t.co/SfueZjYw6N,1844695288566698322,https://pbs.twimg.com/amplify_video_thumb/1844695202155610112/img/7257if52LmttkgF-.jpg,,in,,323,339,3907,https://x.com/aingriwehuy/status/1844695288566698322,1718574113676304384,aingriwehuy,bahrain have a lot of money but dont have a class recall recall di bahrain terimakasih mbak sudah mewakilkan emosi kita gara gara wasit fifa amp afc,1,negative,0.7147897481918335
5,1844524407424942440,Thu Oct 10 23:44:22 +0000 2024,8271,Shin Tae-yong menilai wajar pemain timnas Indonesia KESAL dengan keputusan-keputusan wasit saat menghadapi Bahrain. Pelatih asal Korea Selatan tersebut menilai banyak keputusan wasit Ahmed Al-Kaf yang bias ke tuan rumah terutama jumlah menit tambahan waktu paruh kedua. https://t.co/0is1gH0bs1,1844524407424942440,https://pbs.twimg.com/media/GZkRKDVaAAIDvUF.jpg,,in,Indonesia,41,102,1697,https://x.com/GOAL_ID/status/1844524407424942440,27197792,GOAL_ID,shin taeyong menilai wajar pemain timnas indonesia kesal dengan keputusankeputusan wasit saat menghadapi bahrain pelatih asal korea selatan tersebut menilai banyak keputusan wasit ahmed alkaf yang bias ke tuan rumah terutama jumlah menit tambahan waktu paruh kedua,2,negative,0.994163453578949
6,1844446926428872836,Thu Oct 10 18:36:30 +0000 2024,544,Minimal harus hilang !!!! #TimnasDay Bahrain Wasit FIFA https://t.co/D9GJKbQd0d,1844446926428872836,https://pbs.twimg.com/media/GZjKsvTbsAAVeyi.jpg,,in,,10,51,95,https://x.com/this_is_apra/status/1844446926428872836,1892889398,this_is_apra,minimal harus hilang   bahrain wasit fifa,1,negative,0.9945046305656433
7,1844440316688073161,Thu Oct 10 18:10:14 +0000 2024,16148,tanbahan waktu +6 menit tapi bahrain dikasih kesempatan sama wasit sampai waktu 90+9 it's a not fair at all football? just a fulus oil #TimnasDay https://t.co/g7N7EoWtlq,1844440316688073161,https://pbs.twimg.com/media/GZjEsZwbAAAN7Cd.jpg,,in,IDN,286,380,4162,https://x.com/hmineson/status/1844440316688073161,874545519565053952,hmineson,tanbahan waktu  menit tapi bahrain dikasih kesempatan sama wasit sampai waktu  its a not fair at all football just a fulus oil,1,neutral,0.9989266991615295
8,1844440735606882749,Thu Oct 10 18:11:54 +0000 2024,14691,We are proud Garuda fans. Berada di level ini memang akan ada hal-hal seperti ini. Ini membuktikan kita sudah di level berbeda. Bahrain main home masih butuh wasit untuk mengamankan satu angka. Bangkit lagi lawan China Garuda-ku! 🇮🇩 https://t.co/3VvuVt44Cn,1844440735606882749,https://pbs.twimg.com/media/GZjFEhdaAAQ3Yqj.jpg,,in,,111,324,3901,https://x.com/The_RedsIndo/status/1844440735606882749,1392892878314119170,The_RedsIndo,we are proud garuda fans berada di level ini memang akan ada halhal seperti ini ini membuktikan kita sudah di level berbeda bahrain main home masih butuh wasit untuk mengamankan satu angka bangkit lagi lawan china garudaku,1,negative,0.9986831545829773
9,1844449404415246812,Thu Oct 10 18:46:20 +0000 2024,4731,Anjirrr sengaja banget post an ig nya Timnas Bahrain ditulis 90+6 padahal goalnya 90+9 ‍‍ Harus di usut nih Wasit botak nya FIFA terpantau di sosmed nya FIFA sama AFC udah puluhan ribu komen pokoknya harus sampe di usut Share tweet ini sebanyak banyak nya‍ #TimnasDay https://t.co/cGLTpDBVvF,1844449404415246812,https://pbs.twimg.com/media/GZjM9G1bIAAQ8kn.jpg,,in,,126,382,1490,https://x.com/aingriwehuy/status/1844449404415246812,1718574113676304384,aingriwehuy,anjirrr sengaja banget post an ig nya timnas bahrain ditulis  padahal goalnya   harus di usut nih wasit botak nya fifa terpantau di sosmed nya fifa sama afc udah puluhan ribu komen pokoknya harus sampe di usut share tweet ini sebanyak banyak nya,1,negative,0.9994205236434937
